,SA000046-036,1.6616,,mg/L,0.0075,0.0072,0.0069,0.0085
,SA000046-037,1.1282,,mg/L,0.0052,0.0051,0.0048,0.0056
,SA000046-038,1.1802,,mg/L,0.0053,0.0059,0.0051,0.0049
,SA000046-039,1.2226,,mg/L,0.0056,0.0051,0.0059,0.0058
,SA000046-040,1.1091,,mg/L,0.005,0.005,0.0055,0.0045
,PATRON,1.0188,,mg/L,0.1132,0.1124,0.1135,0.1138
,BLANCO,0.0045,,mg/L,0.0005,0.0007,0.0004,0.0004
,BLANCO REACTIVO,0,,mg/L,0.0009,0.0016,0.0006,0.0004
,SA000046-041,0.9738,,mg/L,0.0044,0.0051,0.0041,0.004
,SA000046-042,1.8662,,mg/L,0.0085,0.0085,0.0081,0.009
,SA000046-043,0.7767,,mg/L,0.0036,0.003,0.0037,0.004
,SA000046-044,1.3284,,mg/L,0.006,0.0065,0.0056,0.0058
,SA000046-045,2.278,,mg/L,0.0103,0.011,0.0099,0.01
,SA000046-046,0.0437,,mg/L,0.0002,-0.0003,0.0004,0.0005
,SA000046-047,0.8069,,mg/L,0.0036,0.0029,0.0038,0.0041
,SA000046-048,1.0376,,mg/L,0.0048,0.0047,0.0056,0.004
,SA000046-049,1.0439,,mg/L,0.0049,0.0045,0.0045,0.0056
,SA000046-050,2.2108,,mg/L,0.0101,0.0099,0.0101,0.0103
,PATRON,1.0007,,mg/L,0.1113,0.1139,0.1067,0.1131
,BLANCO,0.0011,,mg/L,0.0001,0.0001,0,0.0003
,BLANCO REACTIVO,0,,mg/L,0.0008,0.0009,0.0005,0.0009
,SA000046-051,1.4007,,mg/L,0.0064,0.0076,0.0072,0.0042
,SA000046-052,3.2296,,mg/L,0.0148,0.0151,0.0149,0.0142
,SA000046-053,0.0677,,mg/L,0.0003,0.0011,0.0001,-0.0003
,SA000046-054,1.7612,,mg/L,0.008,0.0085,0.0079,0.0074
,SA000046-055,1.8511,,mg/L,0.0084,0.0081,0.0081,0.0089
,SA000046-056,1.2838,,mg/L,0.0059,0.0058,0.0057,0.0061
,SA000046-057,0.046,,mg/L,0.0002,0.0003,0.0006,-0.0002
,SA000046-058,1.0059,,mg/L,0.0046,0.0048,0.0041,0.0048
,SA000046-059,0.9923,,mg/L,0.0045,0.0045,0.0044,0.0045
,SA000046-060,13.5993,,mg/L,0.0611,0.0612,0.0609,0.0613
,PATRON,1.0053,,mg/L,0.1129,0.1126,0.1133,0.113
,BLANCO,0.0037,,mg/L,0.0004,0.0012,0.0003,-0.0003
,BLANCO REACTIVO,0,,mg/L,0.0013,0.001,0.0014,0.0015
