,BLANCO,0.0045,,mg/L,0.0005,0.0009,0.0007,0
,BLANCO REACTIVO,0,,mg/L,-0.0006,-0.0009,-0.0005,-0.0003
,SA000038-031,1.7362,,mg/L,0.0081,0.008,0.0082,0.0082
,SA000038-032,1.5542,,mg/L,0.0072,0.0061,0.0077,0.0079
,SA000038-033,1.65,,mg/L,0.0077,0.0072,0.0072,0.0086
,SA000038-034,5.9649,,mg/L,0.0277,0.0271,0.0273,0.0289
,SA000038-035,0.0873,,mg/L,0.0004,0.0001,0.0007,0.0004
,SA000038-036,2.424,,mg/L,0.0114,0.0114,0.0113,0.0114
,SA000038-037,1.6787,,mg/L,0.0078,0.0081,0.0074,0.008
,SA000038-038,1.8591,,mg/L,0.0087,0.0087,0.0089,0.0085
,SA000038-039,2.3752,,mg/L,0.0111,0.0115,0.0102,0.0115
,SA000038-040,4.0571,,mg/L,0.0189,0.0192,0.019,0.0185
,PATRON,1.0239,,mg/L,0.1155,0.115,0.1164,0.1151
,BLANCO,-0.0001,,mg/L,0,-0.0009,0.0008,0.0001
,BLANCO REACTIVO,0,,mg/L,-0.0005,-0.0004,-0.0005,-0.0007
,SA000038-041,5.6148,,mg/L,0.0264,0.0259,0.0267,0.0266
,SA000038-042,3.3918,,mg/L,0.0158,0.0167,0.0143,0.0163
,SA000038-043,4.0778,,mg/L,0.0192,0.0196,0.0195,0.0185
,SA000038-044,2.7868,,mg/L,0.013,0.014,0.0129,0.0121
,SA000038-045,2.7728,,mg/L,0.0131,0.0121,0.0133,0.0138
,SA000038-046,0.1332,,mg/L,0.0006,0.0005,0.001,0.0005
,SA000038-047,3.4071,,mg/L,0.0158,0.0161,0.0162,0.0153
,SA000038-048,1.877,,mg/L,0.0088,0.0092,0.0082,0.0089
,SA000038-049,2.752,,mg/L,0.0129,0.0126,0.0125,0.0136
,SA000038-050,2.5851,,mg/L,0.012,0.0118,0.0117,0.0125
,PATRON,1.0194,,mg/L,0.115,0.115,0.1159,0.114
,BLANCO,0.0049,,mg/L,0.0006,0.0004,0.0006,0.0007
,BLANCO REACTIVO,0,,mg/L,0.001,0.0021,0.0009,-0.0001
,SA000038-051,1.1605,,mg/L,0.0054,0.0049,0.0056,0.0057
,SA000038-052,-0.0424,,mg/L,-0.0002,-0.0006,0.0001,-0.0001
,SA000038-053,3.9208,,mg/L,0.0182,0.0171,0.0191,0.0184
,SA000038-054,2.7372,,mg/L,0.0129,0.0131,0.0122,0.0133
,SA000038-055,23.8131,,mg/L,0.1088,0.1071,0.109,0.1103
,SA000038-056,2.8477,,mg/L,0.0136,0.0146,0.0128,0.0135
,SA000038-057,3.7094,,mg/L,0.0176,0.0178,0.0172,0.0177
,SA000038-058,2.3079,,mg/L,0.0107,0.0104,0.0113,0.0106
,SA000038-059,2.4188,,mg/L,0.0114,0.0113,0.0121,0.0109
,SA000038-060,-0.0867,,mg/L,-0.0004,-0.0014,0.0001,0.0001
,PATRON,1.0145,,mg/L,0.1144,0.1146,0.1144,0.1144
,BLANCO,-0.0027,,mg/L,-0.0003,0.0003,-0.0013,0.0001
,BLANCO REACTIVO,0,,mg/L,0,-0.0005,0.0014,-0.0008
